"ItemId","ItemName","CreatureId","Description","Category","URL","FamilyId","FamilyName","Notes"
"600867","Elemental Lodestone: Al'ar","19514","","Elemental Lodestone","https://db.ascension.gg/?item=600867","","",""
"600878","Elemental Lodestone: Hydross the Unstable","21216","","Elemental Lodestone","https://db.ascension.gg/?item=600878","","",""
"600894","Elemental Lodestone: Tainted Elemental","22009","Has a chance to drop from Tainted Elemental within Serpentshrine Cavern","Elemental Lodestone","https://db.ascension.gg/?item=600894","","",""
"600908","Elemental Lodestone: Aqueous Lord","22878","Has a chance to drop from Aqueous Lord within Black Temple","Elemental Lodestone","https://db.ascension.gg/?item=600908","","",""
"600921","Elemental Lodestone: Vexallus","24744","Has a chance to drop from Vexallus within Magisters' Terrace.","Elemental Lodestone","https://db.ascension.gg/?item=600921","","",""
"600967","Elemental Lodestone: Flame Guardian","218934","Available from the Webstore","Elemental Lodestone","https://db.ascension.gg/?item=600967","","",""
"600968","Elemental Lodestone: Earthen Guardian","218929","Available from the Webstore","Elemental Lodestone","https://db.ascension.gg/?item=600968","","",""
"601016","Summoner's Stone: Sister Subversia","80493","Felforged Heroes can purchase this item from High Inquisitor Qormaladon ","Summoner's Stone","https://db.ascension.gg/?item=601016","","",""
"601062","Elemental Lodestone: Verdan the Everliving","5775","Has a chance to drop from Verdan the Everliving within Wailing Caverns","Elemental Lodestone","https://db.ascension.gg/?item=601062","","",""
"601091","Elemental Lodestone: Serpentshrine Lurker","21863","Has a chance to drop from Serpentshrine Lurker within Serpentshrine Cavern","Elemental Lodestone","https://db.ascension.gg/?item=601091","","",""
"601200","Elemental Lodestone: Razorlash","12258","Has a chance to drop from Razorlash within Maraudon","Elemental Lodestone","https://db.ascension.gg/?item=601200","","",""
"601213","Elemental Lodestone: Laj","17980","Has a chance to drop from Laj within The Botanica","Elemental Lodestone","https://db.ascension.gg/?item=601213","","",""
"601679","Elemental Lodestone: Ancient Stone Keeper","7206","Has a chance to drop from Ancient Stone Keeper within Uldaman","Elemental Lodestone","https://db.ascension.gg/?item=601679","","",""
"601685","Elemental Lodestone: Panzor the Invincible","8923","Has a chance to drop from Panzor the Invincible within Blackrock Depths","Elemental Lodestone","https://db.ascension.gg/?item=601685","","",""
"601688","Elemental Lodestone: Phalanx","9502","Has a chance to drop from Phalanx within Blackrock Depths","Elemental Lodestone","https://db.ascension.gg/?item=601688","","",""
"601818","Elemental Lodestone: Petrified Treant","11458","Has a chance to drop from Petrified Treant within Dire Maul","Elemental Lodestone","https://db.ascension.gg/?item=601818","","",""
"601819","Elemental Lodestone: Warpwood Guardian","11461","Has a chance to drop from Warpwood Guardian within Dire Maul","Elemental Lodestone","https://db.ascension.gg/?item=601819","","",""
"601820","Elemental Lodestone: Warpwood Treant","11462","Has a chance to drop from Warpwood Treant within Dire Maul","Elemental Lodestone","https://db.ascension.gg/?item=601820","","",""
"601821","Elemental Lodestone: Warpwood Tangler","11464","Has a chance to drop from Warpwood Tangler within Dire Maul","Elemental Lodestone","https://db.ascension.gg/?item=601821","","",""
"601822","Elemental Lodestone: Warpwood Stomper","11465","Has a chance to drop from Warpwood Stomper within Dire Maul","Elemental Lodestone","https://db.ascension.gg/?item=601822","","",""
"601823","Elemental Lodestone: Deeprot Tangler","13142","Has a chance to drop from Deeprot Tangler within Maraudon","Elemental Lodestone","https://db.ascension.gg/?item=601823","","",""
"601824","Elemental Lodestone: Corrupt Force of Nature","13743","Has a chance to drop from Corrupt Force of Nature within Maraudon","Elemental Lodestone","https://db.ascension.gg/?item=601824","","",""
"601825","Elemental Lodestone: Petrified Guardian","14303","Has a chance to drop from Petrified Guardian within Dire Maul","Elemental Lodestone","https://db.ascension.gg/?item=601825","","",""
"601832","Elemental Lodestone: Treant","36070","Has a chance to drop from Treant within Kalimdor/Eastern Kingdom","Elemental Lodestone","https://db.ascension.gg/?item=601832","","",""
"601834","Elemental Lodestone: Cursed Sycamore","83496","Has a chance to drop from Cursed Sycamore within High Wilderness","Elemental Lodestone","https://db.ascension.gg/?item=601834","","",""
"601835","Elemental Lodestone: Wandering Forest Walker","83616","Has a chance to drop from Wandering Forest Walker within Feralas.","Elemental Lodestone","https://db.ascension.gg/?item=601835","","",""
"601836","Elemental Lodestone: Treant","1964","Has a chance to drop from Treant within Kalimdor/Eastern Kingdom","Elemental Lodestone","https://db.ascension.gg/?item=601836","","",""
"601837","Elemental Lodestone: Crazed Ancient","3834","Has a chance to drop from Crazed Ancient within Nightsong Woods","Elemental Lodestone","https://db.ascension.gg/?item=601837","","",""
"601838","Elemental Lodestone: Withered Ancient","3919","Has a chance to drop from Withered Ancient within Nightsong Woods","Elemental Lodestone","https://db.ascension.gg/?item=601838","","",""
"601840","Elemental Lodestone: Vengeful Ancient","4030","Has a chance to drop from Vengeful Ancient within The Charred Vale","Elemental Lodestone","https://db.ascension.gg/?item=601840","","",""
"601843","Elemental Lodestone: Treant Ally","5806","Has a chance to drop from Treant within Kalimdor/Eastern Kingdom","Elemental Lodestone","https://db.ascension.gg/?item=601843","","",""
"601845","Elemental Lodestone: Irontree Wanderer","7138","Has a chance to drop from Irontree Wanderer within Irontree Woods","Elemental Lodestone","https://db.ascension.gg/?item=601845","","",""
"601846","Elemental Lodestone: Irontree Stomper","7139","Has a chance to drop from Irontree Stomper within Irontree Woods","Elemental Lodestone","https://db.ascension.gg/?item=601846","","",""
"601847","Elemental Lodestone: Decaying Treant","7143","Has a chance to drop from Decaying Treant within Felwood","Elemental Lodestone","https://db.ascension.gg/?item=601847","","",""
"601848","Elemental Lodestone: Withered Treant","7144","Has a chance to drop from Withered Treant within Felwood","Elemental Lodestone","https://db.ascension.gg/?item=601848","","",""
"601849","Elemental Lodestone: Treant Protector","7146","Has a chance to drop from Treant Protector within Kalimdor/Eastern Kingdom","Elemental Lodestone","https://db.ascension.gg/?item=601849","","",""
"601851","Elemental Lodestone: Treant Spirit","9601","Has a chance to drop from Treant Spirit within Felwood","Elemental Lodestone","https://db.ascension.gg/?item=601851","","",""
"601853","Elemental Lodestone: Tender","15271","Has a chance to drop from Tender within Sunstrider Isle","Elemental Lodestone","https://db.ascension.gg/?item=601853","","",""
"601854","Elemental Lodestone: Feral Tender","15294","Has a chance to drop from Feral Tender within Sunstrider Isle","Elemental Lodestone","https://db.ascension.gg/?item=601854","","",""
"601855","Elemental Lodestone: Old Whitebark","15409","Has a chance to drop from Old Whitebark within The Scorched Grove","Elemental Lodestone","https://db.ascension.gg/?item=601855","","",""
"601857","Elemental Lodestone: Eversong Green Keeper","15636","Has a chance to drop from Eversong Green Keeper within Eversong Woods.","Elemental Lodestone","https://db.ascension.gg/?item=601857","","",""
"601858","Elemental Lodestone: Withered Green Keeper","15637","Has a chance to drop from Withered Green Keeper within The Scorched Grove","Elemental Lodestone","https://db.ascension.gg/?item=601858","","",""
"601859","Elemental Lodestone: Corrupted Treant","17352","Has a chance to drop from Corrupted Treant within Middenvale","Elemental Lodestone","https://db.ascension.gg/?item=601859","","",""
"601862","Elemental Lodestone: Outraged Raven's Wood Sapling","21040","Has a chance to drop from Outraged Raven's Wood Sapling within Ruuan Weald","Elemental Lodestone","https://db.ascension.gg/?item=601862","","",""
"601866","Elemental Lodestone: Infested Root-Walker","22095","Has a chance to drop from Infested Root-Walker within The Bone Wastes","Elemental Lodestone","https://db.ascension.gg/?item=601866","","",""
"603976","Elemental Lodestone: Silver Golem","76","","Elemental Lodestone","https://db.ascension.gg/?item=603976","","",""
"612859","Summoner's Stone: Brutallus","449183","Has a chance to drop from Brutallus within Sunwell Plateau.","Summoner's Stone","https://db.ascension.gg/?item=612859","","",""
"612860","Summoner's Stone: Sacro'lythess","449184","Has a chance to drop from Sacro'lythess within Sunwell Plateau.","Summoner's Stone","https://db.ascension.gg/?item=612860","","",""
"844513","Beastmaster's Whistle: Amber Shardhide","222999","Available from the Webstore","Beastmaster's Whistle","https://db.ascension.gg/?item=844513","","",""
"844514","Beastmaster's Whistle: Darkmaul Shardhide","217615","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=844514","","",""
"844515","Beastmaster's Whistle: Beryl Shardhide","222300","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=844515","","",""
"844516","Beastmaster's Whistle: Cerulean Shardhide","222302","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=844516","","",""
"844517","Beastmaster's Whistle: Crimson Shardhide","222301","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=844517","","",""
"980060","Beastmaster's Whistle: Pink Elekk","338957","Can be purchased from Millhouse Manastorm","Beastmaster's Whistle","https://db.ascension.gg/?item=980060","","",""
"1001685","Beastmaster's Whistle: Tchaikovsky","1000002","Seasonal Reward. Introduced in Season 8, Chapter 3","Beastmaster's Whistle","https://db.ascension.gg/?item=1001685","","",""
"1001686","Beastmaster's Whistle: Chubby","1000003","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=1001686","","",""
"1001687","Beastmaster's Whistle: Mo","1000004","Available from Tiraxis' Ethereal Bazaar","Beastmaster's Whistle","https://db.ascension.gg/?item=1001687","","",""
"1001688","Beastmaster's Whistle: Beethoven","1000001","Seasonal Reward. Introduced in Season 8, Chapter 3","Beastmaster's Whistle","https://db.ascension.gg/?item=1001688","","",""
"1178958","Blood Soaked Vellum: Beckoned Wraith","79060","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1178958","","",""
"1178959","Blood Soaked Vellum: Patchwork Ghoul","79061","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1178959","","",""
"1178962","Blood Soaked Vellum: Maw Zombie","79062","Available from the Webstore","Blood Soaked Vellum","https://db.ascension.gg/?item=1178962","","",""
"1179001","Summoner's Stone: Felborne Overfiend","79063","Available from the Webstore","Summoner's Stone","https://db.ascension.gg/?item=1179001","","",""
"1179002","Summoner's Stone: Iceflame Overfiend","79064","Available from Tiraxis' Ethereal Bazaar or the Webstore","Summoner's Stone","https://db.ascension.gg/?item=1179002","","",""
"1179003","Summoner's Stone: Shadowflame Terrorwalker","79065","Available from Tiraxis' Ethereal Bazaar","Summoner's Stone","https://db.ascension.gg/?item=1179003","","",""
"1179004","Summoner's Stone: Baleroc","79066","Available from Tiraxis' Ethereal Bazaar","Summoner's Stone","https://db.ascension.gg/?item=1179004","","",""
"1179005","Blood Soaked Vellum: King Dazar","79067","Available from the Webstore","Blood Soaked Vellum","https://db.ascension.gg/?item=1179005","","",""
"1179006","Blood Soaked Vellum: Abomination Lord","79068","Available from the Webstore","Blood Soaked Vellum","https://db.ascension.gg/?item=1179006","","",""
"1179007","Blood Soaked Vellum: Monkey Skeleton Captain","79069","Available from the Webstore","Blood Soaked Vellum","https://db.ascension.gg/?item=1179007","","",""
"1179008","Blood Soaked Vellum: Monkey Skeleton Captain (Blue)","79070","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179008","","",""
"1179009","Blood Soaked Vellum: Monkey Skeleton Captain (Red)","79071","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179009","","",""
"1179010","Blood Soaked Vellum: Monkey Skeleton Captain (Black)","79072","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179010","","",""
"1179011","Blood Soaked Vellum: Greater Banshee (Blue)","79073","Available from the Webstore","Blood Soaked Vellum","https://db.ascension.gg/?item=1179011","","",""
"1179012","Blood Soaked Vellum: Greater Banshee (Purple)","79074","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179012","","",""
"1179013","Blood Soaked Vellum: Greater Banshee (Red)","79075","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179013","","",""
"1179014","Blood Soaked Vellum: Greater Banshee (Yellow)","79076","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179014","","",""
"1179015","Blood Soaked Vellum: Hopping Ghost (Blue)","79077","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179015","","",""
"1179016","Blood Soaked Vellum: Hopping Ghost (Green)","79078","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179016","","",""
"1179017","Blood Soaked Vellum: Hopping Ghost (Purple)","79079","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179017","","",""
"1179018","Blood Soaked Vellum: Hopping Ghost (White)","79080","Available from the Webstore","Blood Soaked Vellum","https://db.ascension.gg/?item=1179018","","",""
"1179019","Blood Soaked Vellum: Maw Shade","79081","Available from the Webstore","Blood Soaked Vellum","https://db.ascension.gg/?item=1179019","","",""
"1179020","Blood Soaked Vellum: The Mass of Souls","79082","Has a chance to drop from The Mass of Souls within Naxxramas","Blood Soaked Vellum","https://db.ascension.gg/?item=1179020","","",""
"1179027","Blood Soaked Vellum: Lich Lord","79089","Has a chance to drop from Lich Lord within Eastern Kingdoms","Blood Soaked Vellum","https://db.ascension.gg/?item=1179027","","",""
"1179028","Blood Soaked Vellum: Maldraxxian Necromancer (Black)","79090","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179028","","",""
"1179029","Blood Soaked Vellum: Maldraxxian Necromancer (Blue)","79091","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179029","","",""
"1179030","Blood Soaked Vellum: Maldraxxian Necromancer (Green)","79092","Available from the Webstore","Blood Soaked Vellum","https://db.ascension.gg/?item=1179030","","",""
"1179031","Blood Soaked Vellum: Maldraxxian Necromancer (Purple)","79093","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179031","","",""
"1179036","Blood Soaked Vellum: Maldraxxus Skeleton (Black/Black (Armored))","79098","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179036","","",""
"1179037","Blood Soaked Vellum: Maldraxxus Skeleton (Black/Blue (Armored))","79099","Available from the Webstore","Blood Soaked Vellum","https://db.ascension.gg/?item=1179037","","",""
"1179038","Blood Soaked Vellum: Maldraxxus Skeleton (Black/Grey (Armored))","79100","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179038","","",""
"1179039","Blood Soaked Vellum: Maldraxxus Skeleton (Brown/Black (Armored))","79101","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179039","","",""
"1179040","Blood Soaked Vellum: Maldraxxus Skeleton (Brown/Bronze (Armored))","79102","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179040","","",""
"1179041","Blood Soaked Vellum: Maldraxxus Skeleton (Brown/Grey (Armored))","79103","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179041","","",""
"1179042","Blood Soaked Vellum: Maldraxxus Skeleton (Grey/Black (Armored))","79104","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179042","","",""
"1179043","Blood Soaked Vellum: Maldraxxus Skeleton (Grey/Blue (Armored))","79105","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179043","","",""
"1179044","Blood Soaked Vellum: Maldraxxus Skeleton (Grey/Bronze (Armored))","79106","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179044","","",""
"1179045","Blood Soaked Vellum: Maldraxxus Skeleton (Grey/Copper (Armored))","79107","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179045","","",""
"1179046","Blood Soaked Vellum: Maldraxxus Skeleton (Grey/Green (Armored))","79108","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179046","","",""
"1179047","Blood Soaked Vellum: Maldraxxus Skeleton (Grey/Grey (Armored))","79109","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179047","","",""
"1179048","Blood Soaked Vellum: Maldraxxus Skeleton (Pale/Black (Armored))","79110","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179048","","",""
"1179049","Blood Soaked Vellum: Maldraxxus Skeleton (Pale/Blue (Armored))","79111","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179049","","",""
"1179050","Blood Soaked Vellum: Maldraxxus Skeleton (Pale/Bronze (Armored))","79112","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179050","","",""
"1179051","Blood Soaked Vellum: Maldraxxus Skeleton (Pale/Grey (Armored))","79113","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179051","","",""
"1179052","Blood Soaked Vellum: Maldraxxus Skeleton (Purple/Black (Armored))","79114","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179052","","",""
"1179053","Blood Soaked Vellum: Maldraxxus Skeleton (Purple/Copper (Armored))","79115","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179053","","",""
"1179054","Blood Soaked Vellum: Maldraxxus Skeleton (Purple/Green (Armored))","79116","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179054","","",""
"1179055","Blood Soaked Vellum: Maldraxxus Skeleton (Purple/Grey (Armored))","79117","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179055","","",""
"1179057","Blood Soaked Vellum: Maldraxxus Skeleton (Yellow/Black (Armored))","79119","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179057","","",""
"1179058","Blood Soaked Vellum: Maldraxxus Skeleton (Yellow/Blue (Armored))","79120","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179058","","",""
"1179059","Blood Soaked Vellum: Maldraxxus Skeleton (Yellow/Bronze (Armored))","79121","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179059","","",""
"1179060","Blood Soaked Vellum: Maldraxxus Skeleton (Yellow/Copper (Armored))","79122","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179060","","",""
"1179061","Blood Soaked Vellum: Maldraxxus Skeleton (Yellow/Green (Armored))","79123","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179061","","",""
"1179062","Blood Soaked Vellum: Maldraxxus Skeleton (Yellow/Grey (Armored))","79124","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179062","","",""
"1179063","Blood Soaked Vellum: Maldraxxus Gladiator (Black/Black)","79125","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179063","","",""
"1179064","Blood Soaked Vellum: Maldraxxus Gladiator (Black/Bronze)","79126","Available from the Webstore","Blood Soaked Vellum","https://db.ascension.gg/?item=1179064","","",""
"1179065","Blood Soaked Vellum: Maldraxxus Gladiator (Blue/Blue)","79127","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179065","","",""
"1179066","Blood Soaked Vellum: Maldraxxus Gladiator (Bronze/Bronze)","79128","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179066","","",""
"1179067","Blood Soaked Vellum: Maldraxxus Gladiator (Brown/Bronze)","79129","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179067","","",""
"1179068","Blood Soaked Vellum: Maldraxxus Gladiator (Brown/Brown)","79130","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179068","","",""
"1179069","Blood Soaked Vellum: Maldraxxus Gladiator (Green/Bronze)","79131","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179069","","",""
"1179070","Blood Soaked Vellum: Maldraxxus Gladiator (Green/Green)","79132","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179070","","",""
"1179071","Blood Soaked Vellum: Maldraxxus Gladiator (Purple/Purple)","79133","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179071","","",""
"1179072","Blood Soaked Vellum: Aranakk (Black)","79134","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179072","","",""
"1179073","Blood Soaked Vellum: Aranakk (Brown)","79135","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179073","","",""
"1179074","Blood Soaked Vellum: Aranakk (Green)","79136","Available from the Webstore","Blood Soaked Vellum","https://db.ascension.gg/?item=1179074","","",""
"1179075","Blood Soaked Vellum: Aranakk (Red)","79137","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179075","","",""
"1179077","Blood Soaked Vellum: Drustvar Beastman (Blue)","79139","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179077","","",""
"1179078","Blood Soaked Vellum: Drustvar Beastman (Grey)","79140","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179078","","",""
"1179079","Blood Soaked Vellum: Drustvar Beastman (Red)","79141","Available from the Webstore","Blood Soaked Vellum","https://db.ascension.gg/?item=1179079","","",""
"1179080","Blood Soaked Vellum: Drustvar Beastman (Yellow)","79142","Available from Tiraxis' Ethereal Bazaar","Blood Soaked Vellum","https://db.ascension.gg/?item=1179080","","",""
"1180137","Draconic Warhorn: Red Wyrmkin","1046","Has a chance to drop from Red Wyrmkin within Eastern Kingdoms","Draconic Warhorn","https://db.ascension.gg/?item=1180137","","",""
"1180139","Draconic Warhorn: Red Wyrmkin","148012","Has a chance to drop from Red Wyrmkin within Dragonmaw Gates","Draconic Warhorn","https://db.ascension.gg/?item=1180139","","",""
"1180144","Draconic Warhorn: Wyrmkin Firebrand","1049","Has a chance to drop from Wyrmkin Firebrand within Dragonmaw Gates","Draconic Warhorn","https://db.ascension.gg/?item=1180144","","",""
"1180145","Draconic Warhorn: Wyrmkin Firebrand","148015","Has a chance to drop from Wyrmkin Firebrand within Dragonmaw Gates","Draconic Warhorn","https://db.ascension.gg/?item=1180145","","",""
"1180168","Draconic Warhorn: Narillasanz","2538","Has a chance to drop from Narillasanz within Eastern Kingdoms","Draconic Warhorn","https://db.ascension.gg/?item=1180168","","",""
"1180169","Draconic Warhorn: Narillasanz","2538","Has a chance to drop from Narillasanz within Chillwind Point","Draconic Warhorn","https://db.ascension.gg/?item=1180169","","",""
"1180226","Draconic Warhorn: Shade of Eranikus","5709","Has a chance to drop from Shade of Eranikus within The Temple of Atal'Hakkar","Draconic Warhorn","https://db.ascension.gg/?item=1180226","","",""
"1180229","Draconic Warhorn: Morphaz","5719","Has a chance to drop from Morphaz within The Temple of Atal'Hakkar","Draconic Warhorn","https://db.ascension.gg/?item=1180229","","",""
"1180231","Draconic Warhorn: Dreamscythe","215721","Has a chance to drop from Dreamscythe within The Temple of Atal'Hakkar","Draconic Warhorn","https://db.ascension.gg/?item=1180231","","",""
"1180232","Draconic Warhorn: Hazzas","5722","Has a chance to drop from Hazzas within The Temple of Atal'Hakkar","Draconic Warhorn","https://db.ascension.gg/?item=1180232","","",""
"1180234","Draconic Warhorn: Azuregos","6109","Has a chance to drop from Azuregos within Kalimdor","Draconic Warhorn","https://db.ascension.gg/?item=1180234","","",""
"1180292","Draconic Warhorn: Overlord Wyrmthalak","9568","Has a chance to drop from Overlord Wyrmthalak within Blackrock Spire","Draconic Warhorn","https://db.ascension.gg/?item=1180292","","",""
"1180299","Draconic Warhorn: Onyxia","10184","Has a chance to drop from Onyxia within Onyxia's Lair","Draconic Warhorn","https://db.ascension.gg/?item=1180299","","",""
"1180305","Draconic Warhorn: Solakar Flamewreath","10264","Has a chance to drop from Solakar Flamewreath within Blackrock Spire","Draconic Warhorn","https://db.ascension.gg/?item=1180305","","",""
"1180307","Draconic Warhorn: Emberstrife","10321","Has a chance to drop from Emberstrife within Emberstrife's Den","Draconic Warhorn","https://db.ascension.gg/?item=1180307","","",""
"1180308","Draconic Warhorn: Gyth","10339","Has a chance to drop from Warchief Rend Blackhand within Blackrock Spire","Draconic Warhorn","https://db.ascension.gg/?item=1180308","","",""
"1180309","Draconic Warhorn: General Drakkisath","10363","Has a chance to drop from General Drakkisath within Blackrock Spire","Draconic Warhorn","https://db.ascension.gg/?item=1180309","","",""
"1180344","Draconic Warhorn: Firemaw","11983","Has a chance to drop from Firemaw within Blackwing Lair","Draconic Warhorn","https://db.ascension.gg/?item=1180344","","",""
"1180345","Draconic Warhorn: Broodlord Lashlayer","12017","Has a chance to drop from Broodlord Lashlayer within Blackwing Lair","Draconic Warhorn","https://db.ascension.gg/?item=1180345","","",""
"1180352","Draconic Warhorn: Razorgore the Untamed","12435","Has a chance to drop from Razorgore the Untamed within Blackwing Lair","Draconic Warhorn","https://db.ascension.gg/?item=1180352","","",""
"1180389","Draconic Warhorn: Vaelastrasz the Corrupt","13020","Has a chance to drop from Vaelastrasz the Corrupt within Blackwing Lair","Draconic Warhorn","https://db.ascension.gg/?item=1180389","","",""
"1180392","Draconic Warhorn: Chromaggus","14020","Has a chance to drop from Chromaggus within Blackwing Lair","Draconic Warhorn","https://db.ascension.gg/?item=1180392","","",""
"1180434","Draconic Warhorn: Lord Valthalak","16042","Has a chance to drop from Lord Valthalak within Blackrock Spire","Draconic Warhorn","https://db.ascension.gg/?item=1180434","","",""
"1180476","Draconic Warhorn: Twilight Drakonaar","20910","Has a chance to drop from Twilight Drakonaar within Blackwing Lair","Draconic Warhorn","https://db.ascension.gg/?item=1180476","","",""
"1180477","Draconic Warhorn: Blackwing Drakonaar","20911","Has a chance to drop from Blackwing Drakonaar within Blackwing Lair","Draconic Warhorn","https://db.ascension.gg/?item=1180477","","",""
"1180595","Draconic Warhorn: Plagued Proto-Dragon","23680","Has a chance to drop from Plagued Proto-Dragon within Halgrind","Draconic Warhorn","https://db.ascension.gg/?item=1180595","","",""
"1180597","Draconic Warhorn: Proto-Whelp","23688","Has a chance to drop from Proto-Whelp within Ember Clutch","Draconic Warhorn","https://db.ascension.gg/?item=1180597","","",""
"1180598","Draconic Warhorn: Proto-Drake","23689","Has a chance to drop from Proto-Drake within Ember Clutch","Draconic Warhorn","https://db.ascension.gg/?item=1180598","","",""
"1180599","Draconic Warhorn: Smolderwing","23789","","Draconic Warhorn","https://db.ascension.gg/?item=1180599","","",""
"1180603","Draconic Warhorn: Enslaved Proto-Drake","24083","Has a chance to drop from Enslaved Proto-Drake within Utgarde Keep","Draconic Warhorn","https://db.ascension.gg/?item=1180603","","",""
"1180659","Draconic Warhorn: Keristrasza","26723","Has a chance to drop from Keristrasza within The Nexus","Draconic Warhorn","https://db.ascension.gg/?item=1180659","","",""
"1180690","Draconic Warhorn: Varos Cloudstrider","27447","Has a chance to drop from Varos Cloudstrider within The Oculus","Draconic Warhorn","https://db.ascension.gg/?item=1180690","","",""
